Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions;;;;;;;;
HTC,One A9,htc_hiaeul,1790-2784MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.ﬁub;;;;
HTC,One A9,htc_hiaewhl,2778-2784MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.ﬁub;;;;
HTC,One A9,htc_hiaetuhl,1792-2794MB,Phone,Qualcomm MSM8952,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.ﬁub;;;;
HTC,809d,t6dwg,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19;21,3.0;;;;
HTC,HTL23,htc_b2wlj,1823MB,Phone,Qualcomm MSM8974AC,1080x1920,480,armeabi-v7a;armeabi,19;21,3.0;;;;;;
HTC,10 evo,htc_acawhl,2723MB,Phone,Qualcomm MSM8994,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
HTC,10 evo,htc_acauhl,2723MB,Phone,Qualcomm MSM8994,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
HTC,HTV31,htc_b3uhl,2743-2747MB,Phone,Qualcomm MSM8994,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23,3.1;;;;;
HTC,8060,t6dug,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19;21,3.0;;;;
HTC,HTC U11 life,htc_oclul,2737-2738MB,Phone,Qualcomm MSM8953 Pro,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
HTC,HTC U11 life,htc_ocla1_sprout,2730-2731MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26;27,3.2;;;;;
HTC,Butterfly,dlxub1,1568-1570MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18;19,2.0;3.0;;;
HTC,Butterfly,dlxu,1569-1570MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16;17;18,2.0;3.0;;;;
HTC,U11,htc_ocnwhl,3722-3726MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
HTC,U11,htc_ocnuhl,3722-3726MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
HTC,U11,htc_ocndtwl,5720-5724MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
HTC,U11,htc_ocnuhljapan,3722-3726MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
HTC,U11,htc_ocndugl,3726-5720MB,Phone,Qualcomm MSM8998,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2;;;;;
HTC,One (M8 EYE),htc_melsuhl,1823MB,Phone,Qualcomm MSM8974AA,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
HTC,U Play,htc_alpine_uhl,2794MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
HTC,U Play,htc_alpine_dugl,3804MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
HTC,Desire 601,zara,992MB,Phone,Qualcomm MSM8930,540x960,240,armeabi-v7a;armeabi,19,3.0;;;;;;;
HTC,Desire 601,zaracl,794-795MB,Phone,Qualcomm MSM8930,540x960,240,armeabi-v7a;armeabi,17;19,2.0;3.0;;;;;
HTC,One M9,htc_himaul,2727-2767MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
HTC,One M9,htc_himaulatt,2727-2767MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
HTC,One M9,htc_himauhl,2727-2767MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
HTC,One M9,htc_himawl,2727-2767MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
HTC,One M9,htc_himawhl,2727-2767MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.ﬁub;;
HTC,One X10,htc_e66_dugl,2812MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
HTC,One X10,htc_e66_dtwl,3805MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
HTC,One X10,htc_e66_uhl,2812MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
HTC,HTC_X515E,rider,,Phone,Qualcomm MSM8660,540x960,240,armeabi-v7a;armeabi,10;15,2.0;;;;;;
HTC,D816t,htc_a5tl,1334-1335MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0;;;;;
HTC,Desire 10 pro,htc_a56dj_pro_uhl,2812MB,Phone,Mediatek MT6577,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
HTC,Desire 10 pro,htc_a56dj_pro_dtwl,3806MB,Phone,Mediatek MT6577,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
HTC,Desire 10 pro,htc_a56dj_pro_dugl,3822MB,Phone,Mediatek MT6577,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
HTC,J Butterfly,dlxj,1570MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,16,2.0;;;;;;;
HTC,EVO 3D ISW12HT,shooterk,,Phone,Qualcomm MSM8260,540x960,240,armeabi-v7a;armeabi,10;15,2.0;;;;;;
HTC,HTC U11+,htc_ocmdtwl,5720MB,Phone,Qualcomm MSM8998,1440x2880,640,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
HTC,HTC U11+,htc_ocmdugl,5720MB,Phone,Qualcomm MSM8998,1440x2880,640,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
HTC,One X9,htc_e56ml_tuhl,2776MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0;;;;;;
HTC,ADR6425LVW,vigor,,Phone,Qualcomm APQ8060,720x1280,320,armeabi-v7a;armeabi,10;15,2.0;;;;;;
HTC,9088,dlpdtu,1559MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17;19,2.0;3.0;;;;;
HTC,One max,t6whl,1545MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19,3.0;;;;;
HTC,One max,t6ul,1545-1813MB,Phone,Qualcomm APQ8064,1080x1920,400;480,armeabi-v7a;armeabi,18;19;21,3.0;;;;
HTC,919d,dlpdwg,1559MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,17;19,2.0;3.0;;;;;
HTC,One M9+ (Prime Camera Edition),htc_hiaur2_ml_tuhl,1662MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21,3.0;;;;;;
HTC,U12+,htc_imeuhl,5680MB,Phone,Qualcomm SDM845,1440x2880,640,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
HTC,U12+,htc_imedugl,5680MB,Phone,Qualcomm SDM845,1440x2880,640,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
HTC,U12 +,htc_imedtwl,5680MB,Phone,Qualcomm SDM845,1440x2880,640,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
HTC,Amaze_4G,ruby,,Phone,Qualcomm APQ8060,960x540,240,armeabi-v7a;armeabi,10;15,2.0;;;;;;
HTC,J Z321e,valentewxc9,783MB,Phone,Qualcomm MSM8660A,540x960,240,armeabi-v7a;armeabi,15;16,2.0;;;;;;
HTC,One ME dual sim,htc_hima_ace_ml_dtul,2641MB,Phone,Mediatek MT6795,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21,3.0;;;;;;
HTC,EVO LTE 4G,jewel,777MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16,2.0;;;;;;
HTC,M9e,htc_himaruhl,1769-1784MB,Phone,Mediatek MT6795,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0;;;;;
HTC,8160,t6uhl,1545MB,Phone,Qualcomm APQ8064,1080x1920,480,armeabi-v7a;armeabi,18,3.0;;;;;;;
HTC,ONE M8s,htc_m8qlul,1840-1842MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.0;;;;;
HTC,KDDI Infobar A02,imnj,847MB,Phone,Qualcomm APQ8064,720x1280,320,armeabi-v7a;armeabi,16,2.0;;;;;;;
HTC,Sensation 4G,pyramid,,Phone,Qualcomm MSM8260,960x540,240,armeabi-v7a;armeabi,10;15,2.0;;;;;;
Huawei,G630-U20,hwG630-U20,912MB,Phone,Qualcomm MSM8212,720x1280,320,armeabi-v7a;armeabi,18,3.0;;;;;;;
Huawei,FIG-LX1,HWFIG-H,2781MB,Phone,HiSilicon KIRIN659,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Huawei,Mate 9,HWMHA,3684-3720MB,Phone,HiSilicon KIRIN960,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Huawei,Ëç£ËÄÄ8ÈùíÊò•Áâà,HWPRA-H,2786-3788MB,Phone,HiSilicon KIRIN655,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Huawei,P20,HWEML,5712MB,Phone,HiSilicon KIRIN970,1080x2244,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Huawei,HUAWEI P2-6011,hwp2-6011,762MB,Phone,HiSilicon Hi3620,720x1280,320,armeabi-v7a;armeabi,16,2.0;;;;;;;
Huawei,H60-L21,hwH60,3011-3013MB,Phone,HiSilicon Hi3630,1080x1920,480,armeabi-v7a;armeabi,19;22;23,3.0;;;;;
Huawei,H60-L21,hwH60-L21,879MB,Phone,HiSilicon KIRIN928,1080x1920,480,armeabi-v7a;armeabi,19,3.0;;;;;;;
Huawei,Honor 9,HWSTF,3719-3720MB,Phone,HiSilicon KIRIN960,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
"Huawei,""HUAWEI MediaPad M5 8.4"""""",HWSHT,3871MB,Tablet,HiSilicon KIRIN960,2560x1600,480,arm64-v8a";armeabi-v7a;armeabi,26,3.2;;;;;;
Huawei,U9200,hwu9200,721MB,Phone,TI OMAP4460,540x960,240,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Huawei,P20 Pro,HWCLT,5713MB,Phone,HiSilicon KIRIN970,1080x2240,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Huawei,P20 Pro,HW-01K,5713MB,Phone,HiSilicon KIRIN970,1080x2240,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Huawei,Honor 10,HWCOL,5703MB,Phone,HiSilicon KIRIN970,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Huawei,MediaPad X1 7.0,hw7d501l,1879-1895MB,Phone,HiSilicon KIRIN910,1200x1920,320;400,armeabi-v7a;armeabi,17;19,2.0;;;;;
Huawei,nova 2s,HWHWI,5729MB,Phone,HiSilicon KIRIN960,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Huawei,P8max,HWP8max,2791MB,Phone,HiSilicon KIRIN930,1080x1920,400,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0;3.Oca;;;;
Huawei,T9200,hwt9200,,Phone,TI OMAP4460,540x960,240,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,HW-03E,HW-03E,1676MB,Phone,HiSilicon Hi3620,720x1280,320,armeabi-v7a;armeabi,16,2.0;;;;;;;
Huawei,Mate 7,hwmt7,1995-3013MB,Phone,HiSilicon KIRIN925,1080x1920,480,armeabi-v7a;armeabi,19;22;23,3.0;;;;;
Huawei,MT2L03LITE,hwMT2L03LITE,1863MB,Phone,Qualcomm MSM8928,720x1080,320,armeabi-v7a;armeabi,18,3.0;;;;;;;
Huawei,P10,HWVTR,3719-3721MB,Phone,HiSilicon KIRIN960,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Huawei,Honor 7,HWPLK,2791-2792MB,Phone,HiSilicon KIRIN930,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,21;23,3.1;;;;;
Huawei,Mate,hwmt1-t00,,Phone,HiSilicon Hi3620,720x1280,240;320,armeabi-v7a;armeabi,16;17;19,2.0;;;;
Huawei,201HW,hwu9201L,,Phone,Qualcomm MSM8960,540x960,240,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,Ëç£ËÄÄÁïÖÁé©4X,hnCHE-H,1514-1858MB,Phone,HiSilicon Hi6220,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;21;23,2.0;;;;
Huawei,Mate2,hwmt2-c00,1897MB,Phone,HiSilicon KIRIN910,720x1280,320,armeabi-v7a;armeabi,17;19;22,2.0;;;;;
Huawei,LISZT,hwliszt,2791MB,Tablet,HiSilicon KIRIN930,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
Huawei,P20 lite,HWANE,3788MB,Phone,HiSilicon KIRIN659,1080x2280,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Huawei,HUAWEI MediaPad M3 Lite 10 wp,HWHDN-H,2898MB,Tablet,HiSilicon KIRIN659,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2;;;;;;
Huawei,Ëç£ËÄÄÁïÖÁé©4C,hwCHM-H,1857-1897MB,Phone,HiSilicon Hi6220,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;22;23,2.0;;;;
Huawei,Che1-CL10,Che1,1841-1910MB,Phone,Qualcomm MSM8916,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;22;23,3.0;;;;
Huawei,Mate S,HWCRR,2791MB,Phone,HiSilicon KIRIN930,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22;23,3.1;;;;;
Huawei,P6S,hwP6s-l04,,Phone,HiSilicon KIRIN910,720x1280,320,armeabi-v7a;armeabi,17,2.0;;;;;;;
Huawei,P6S-U06,hwp6s-u06,1895MB,Phone,HiSilicon KIRIN910,720x1280,320,armeabi-v7a;armeabi,17;19,2.0;;;;;;
Huawei,Mate 9 Pro,HWLON,5730-5738MB,Phone,HiSilicon KIRIN960,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Huawei,G6-L11,hwG6-L11,861-862MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,18;19,3.0;;;;;;
Huawei,Mate 10,HWALP,5669-5712MB,Phone,HiSilicon KIRIN970,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,26;27,3.2;;;;;
Huawei,G7-L03,hwG7-L03,1841-1910MB,Phone,Qualcomm MSM8916,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;22;23,3.0;;;;
Huawei,Honor 8,HWFRD,3692-3715MB,Phone,HiSilicon KIRIN950,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;
Huawei,MT2-L05,hwmt2-l05,1876-1897MB,Phone,HiSilicon KIRIN910,720x1280,320,armeabi-v7a;armeabi,17;19;22,2.0;;;;;
Huawei,P7,hwp7,1894-1897MB,Phone,HiSilicon KIRIN910,1080x1920,480,armeabi-v7a;armeabi,19;22,2.0;;;;;;
Huawei,Nexus 6P,angler,2798-2799MB,Phone,Qualcomm MSM8994,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23;24;25;26;27,3.1;3.ﬁub;
Huawei,M3,hwbeethoven,3724-3731MB,Tablet,HiSilicon KIRIN950,1600x2560,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.ﬁub;;;;
Huawei,M2,HWMozart,1784-2791MB,Tablet,HiSilicon KIRIN930,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,22;23,3.0;;;;;
Huawei,Che2-L11,hwChe2,1857-1896MB,Phone,HiSilicon Hi6220,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;22;23,2.0;;;;
Huawei,P2,hwp2-6070,,Phone,HiSilicon Hi3620,720x1280,320,armeabi-v7a;armeabi,16,2.0;;;;;;;
Huawei,CHM-CL00,hwCHM-Q,1814MB,Phone,Qualcomm MSM8939,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;23,3.0;;;;;
Huawei,U9200E,hwu9200E,,,TI OMAP4460,540x960,240,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,eH811,hweH811,,,TI OMAP4460,720x1280,320,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,G6-U251,hwG6-U251,912MB,Phone,Qualcomm MSM8212,540x960,240,armeabi-v7a;armeabi,18,3.0;;;;;;;
Huawei,MT2-L01,hwmt2-l01,1897MB,Phone,HiSilicon KIRIN910,720x1280,320,armeabi-v7a;armeabi,17;19;22,2.0;;;;;
Huawei,Y545-U05,hwY545-U05,,Phone,Qualcomm MSM8210,480x854,240,armeabi-v7a;armeabi,18,3.0;;;;;;;
Huawei,U9202L-1,hwU9202L,,,Qualcomm MSM8960,540x960,240,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,P10 Plus,HWVKY,5729-5731MB,Phone,HiSilicon KIRIN960,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Huawei,C199,hwC199,752-1002MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,19;22,3.0;;;;;;
Huawei,MT2-L03,hwMT2L03,1862-1863MB,Phone,Qualcomm MSM8928,720x1280,320,armeabi-v7a;armeabi,18;22,3.0;;;;;;
Huawei,d-02H,d-02H,1656MB,Tablet,HiSilicon KIRIN930,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
"Huawei,""HUAWEI MediaPad M5 10.8"""""",HWCMR09,3871MB,Tablet,HiSilicon KIRIN960s,1600x2560,400,arm64-v8a";armeabi-v7a;armeabi,26,3.2;;;;;;
Huawei,MT2-L02,hwmt2-l02,1895-1897MB,Phone,HiSilicon KIRIN910,720x1280,320,armeabi-v7a;armeabi,17;19;22,2.0;;;;;
Huawei,Ëç£ËÄÄ9ÈùíÊò•Áâà,HWLLD-H,2780MB,Phone,HiSilicon KIRIN659,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Huawei,P9 Plus,HWVIE,3716-3738MB,Phone,HiSilicon KIRIN955,1920x1080,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;
Huawei,P7 mini,hwP7Mini,861-862MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,18;19,3.0;;;;;;
Huawei,P6,hwp6-u06,1640-1689MB,Phone,HiSilicon Hi3620,720x1280,320,armeabi-v7a;armeabi,17;19,2.0;;;;;;
Huawei,P6,hwp6-c00,1689MB,Phone,HiSilicon Hi3620,720x1280,320,armeabi-v7a;armeabi,17;19,2.0;;;;;;
Huawei,P6,hwp6-t00,,Phone,HiSilicon Hi3620,720x1280,320,armeabi-v7a;armeabi,17;19,2.0;;;;;;
Huawei,HUAWEI MediaPad M5 Pro,HWCMR,3719MB,Tablet,HiSilicon KIRIN960,1600x2560,400,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Huawei,G6-U00,hwG6-U00,,Phone,Qualcomm MSM8212,540x960,240,armeabi-v7a;armeabi,18;19,3.0;;;;;;
Huawei,HUAWEI U9510,hwu9510,,,HiSilicon Hi3620,720x1280,320,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,honor 6x,HWBLN-H,2786-3788MB,Phone,HiSilicon KIRIN655,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;
Huawei,G535-L11,hwG535-L11,862MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,18,3.0;;;;;;;
Huawei,HUAWEI P2-0000,hwp2-0000,,Phone,HiSilicon Hi3620,720x1280,320,armeabi-v7a;armeabi,16,2.0;;;;;;;
Huawei,T9510E,hwt9510e,700MB,Phone,HiSilicon Hi3620,720x1280,320,armeabi-v7a;armeabi,15;16,2.0;;;;;;
Huawei,Ëç£ËÄÄÁïÖÁé©7X,HWBND-H,3725-3788MB,Phone,HiSilicon KIRIN658,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Huawei,G6-U10,hwG6-U10,912MB,Phone,Qualcomm MSM8212,540x960,240,armeabi-v7a;armeabi,18;19,3.0;;;;;;
Huawei,G7-L01,hwG7-L01,1841-1910MB,Phone,Qualcomm MSM8916,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;22;23,3.0;;;;
Huawei,nova 2,HWPIC,3725-3788MB,Phone,HiSilicon KIRIN659,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Huawei,Honor Magic,HWNTS,3730MB,Phone,HiSilicon KIRIN955,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1;;;;;;
Huawei,Ascend D,hwu9500,,,TI OMAP4460,720x1280,320,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,G7-L02,hwG7-L02,1910MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0;;;;;;;
Huawei,Honor V9,HWDUK,5729-5731MB,Phone,HiSilicon KIRIN960,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Huawei,Honor Box voice,HWM311,997MB,TV,HiSilicon Hi3798M,1920x1080,320,armeabi-v7a;armeabi,22,2.0;;;;;;;
Huawei,Cherry Mini,hwCHC-H,1857-1897MB,Phone,HiSilicon Hi6220,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;22;23,2.0;;;;
Huawei,MediaPad M1 8.0,hws8301l,879-888MB,Tablet,HiSilicon KIRIN910,800x1280,213,armeabi-v7a;armeabi,17;19,2.0;;;;;;
Huawei,Honor V8,HWKNT,3716-3738MB,Phone,HiSilicon KIRIN950,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;
Huawei,Honor Box Pro,hwHiTV-M1,997MB,TV,HiSilicon Hi3798M,1920x1080,320,armeabi-v7a;armeabi,22,2.0;;;;;;;
Huawei,G7-L11,hwG7-L11,1841-1910MB,Phone,Qualcomm MSM8916,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;22;23,3.0;;;;
Huawei,HW-01E,hwu9501L,,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,B199,hwB199,,Phone,Qualcomm MSM8628,720x1280,320,armeabi-v7a;armeabi,18;19,3.0;;;;;;
Huawei,d-01G,d-01G,879MB,Tablet,HiSilicon KIRIN910,800x1280,213,armeabi-v7a;armeabi,19,2.0;;;;;;;
Huawei,Âçé‰∏∫ÊèΩÈòÖM2ÈùíÊò•Áâà7.0,hwple703l,1807MB,Tablet,Qualcomm MSM8939,1200x1920,400,arm64-v8a;armeabi-v7a;armeabi,22,3.0;;;;;;
Huawei,G6-C00,hwG6-C00,,Phone,Qualcomm MSM8612,540x960,240,armeabi-v7a;armeabi,18;19,3.0;;;;;;
Huawei,HUAWEI U9510E,hwu9510e,,,HiSilicon Hi3620,720x1280,320,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,T1,hwt1821l,898-1907MB,Tablet,Qualcomm MSM8916,800x1280,213,armeabi-v7a;armeabi,19;22,3.0;;;;;;
Huawei,T1,hwt1823l,997MB,Tablet,Qualcomm MSM8916,800x1280,213,armeabi-v7a;armeabi,22,3.0;;;;;;;
Huawei,D2,hwD2-2010,1537MB,Phone,HiSilicon Hi3620,1280x1920,480,armeabi-v7a;armeabi,16;17;19,2.0;;;;;
Huawei,D2,hwD2-0082,1513-1636MB,Phone,HiSilicon Hi3620,1080x1920,480,armeabi-v7a;armeabi,16;17;19,2.0;;;;;
Huawei,D2,hwD2-6070,,Phone,HiSilicon Hi3620,1280x1920,480,armeabi-v7a;armeabi,16,2.0;;;;;;;
Huawei,MT1,hwmt1-u06,1610-1793MB,Phone,HiSilicon Hi3620,720x1280,240;320,armeabi-v7a;armeabi,16;17;19,2.0;;;;
Huawei,P10 lite,HWWAS-H,2780-3725MB,Phone,HiSilicon KIRIN658,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Huawei,GS03,hwu9200-92,,Phone,TI OMAP4460,540x960,240,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,Honor Play,HWCOR,5712MB,Phone,HiSilicon KIRIN970,1080x2340,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Huawei,P8 Lite,hwALE-H,1857-1858MB,Phone,HiSilicon Hi6220,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21;22;23,2.0;;;;
Huawei,P8 Lite,hwALE-Q,1815-1908MB,Phone,Qualcomm MSM8939,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,19;22;23,3.0;;;;
Huawei,HUAWEI C8860E,hwC8860E,,,Qualcomm MSM8655T,480x854,240,armeabi-v7a;armeabi,15,2.0;;;;;;;
Huawei,HUAWEI C8860E,hwc8860E,,,Qualcomm QSD8655,854x480,240,armeabi-v7a;armeabi,10,2.0;;;;;;;
Huawei,HUAWEI nova 2 Plus,HWBAC,3725-3788MB,Phone,HiSilicon KIRIN659,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2;;;;;
Huawei,G6-L33,hwG6-L33,862MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,18,3.0;;;;;;;
Huawei,G660-L075,hwG660-L075,,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,18,3.0;;;;;;;
Huawei,PORSCHE DESIGN HUAWEI Mate RS,HWNEO,5703MB,Phone,HiSilicon KIRIN970,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2;;;;;;
Huawei,G6,hwG6-T00,,Phone,Mediatek MT6582M,540x960,240,armeabi-v7a;armeabi,17;19,2.0;;;;;;
Huawei,P9,HWEVA,2780-3716MB,Phone,HiSilicon KIRIN950,1920x1080,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.ﬁub;;;
Huawei,HUAWEI Y9 2018,HWFLA-H,2780MB,Phone,HiSilicon KIRIN659,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,26,3.2;;;;;;
Huawei,C8818,hwC8818,,Phone,Qualcomm MSM8939,720x1280,320,armeabi-v7a;armeabi,19,3.0;;;;;;;
